review,expected,but got
"Having seen Carlo Lizzani's documentary on Luchino Visconti, I was bound to higher expectations before watching this film made three years later by Adam Low. But the viewer like me did get dissatisfied... I faced a need for critical opinion, which I generally don't like giving due to the fact there are no documentaries that will satisfy every viewer. There are also no documentaries that will examine a theme totally. But when I read the reviews already written on this title, I also felt a bit confused. People sometimes don't know what to criticize. Therefore, to be clear, I'll divide this film into two major parts that differ considerably: the former one about Visconti before his director's career and latter one about Visconti the director. <br /><br />The aristocratic background, all the hobbies, the wealth that young Luchino experienced and enjoyed are clearly presented. His effort in horse racing is mentioned as well as his relation with his mother so much disturbed after his parents' divorce. We also get a very accurate idea of where Luchino was brought up as a real count of Milano: in riches galore, with nannies, cooks with access to everything, in TRUE ARISTOCRACY. For instance, his father's splendid villa at Grazzano and other marvelous villas prove that. There is also an emphasis on Visconti's crucial visit in Paris in the 1930s where he met eminent people (""left wingers"") who later had impact on his style and message in art. That clearly explains the idea of a communist with the aristocratic upbringing (a contrast at first sight). <br /><br />However, the part about his director's career, which started with OSSESSIONE during WWII and ended with INNOCENTE just before the director's death in 1976, is poorly executed. His movies are not discussed well. Why? Because there are very few people who really have something to say. Franco Zeffirelli, the director, remembers the works on LA TERRA TREMA and that is all right. There are also some interviews with Franco Rosi. But later, such movies like IL GATTOPARDO, LA CADUTA DEI REI, LA MORTE A VENEZIA or LUDWIG are mostly discussed by Helmut Berger. Although I liked the actor in the role of Ludwig, I did not like the interviews of his. Moreover, some thoughts he reveals are not accurate to entail in such a documentary... There is no mention of significant works of Visconti like CONVERSATION PIECE, there are no interviews with eminent cast Burt Lancaster. A mention about Silvana Mangano and Romy Schneider should also be made. There is one footage interview with Maria Callas that appears to be interesting but that is only a short bit. Franco Zeffirelli, though I appreciate him as a director, makes fun of it all rather than says something really precious. For instance, he mentions the event how Visconti separated from him after years of service. Therefore, I say: simplified and unsatisfactory. <br /><br />What I find a strong point here are footage interviews with Visconti himself. As a result, we may get his own opinion about his works. For instance, I very much appreciate the words he says about death regarding it as a normal chapter of life and as natural as birth itself. He also discusses his health problems after the stroke while filming LUDWIG.<br /><br />I believe it is better to see LUCHINO VISCONTI (1999) by Carlo Lizzani than this doc. Although it is shorter and condensed as a whole, you will get a better idea of the director. Visconti would be furious about that and the fury of his usually turned people's emotions and viewpoints into stone... 4/10",0,1
"Attractive husband and wife writing team Robert Wagner (as Joel Gregory) and Kate Jackson (as Donna Gregory) arrive at the spooky mansion of actress ""Lorna Love"" (actually, silent film star Harold Lloyd's house). Mr. Wagner and Ms. Jackson are contracted to write the silent movie star's biography. Wagner has a personal interest in the project, since his father was once the famed star's lover. Mysterious events unfold, and Jackson must fight to save her husband from the spirit of the beautiful blonde, who is ""perfectly preserved"" in a crypt on the estate; moreover, the evil woman seems bent on possessing her husband, and murdering Jackson! <br /><br />This is very much a ""Night of Dark Shadows"" variation, co-starring genuine ""Dark Shadows"" alumni Kate Jackson, who knows and plays her part well. Robert Wagner lacks David Selby's intensity. Sylvia Sidney (as Mrs. Josephs) sidesteps Grayson Hall. Marianna Hill is not a match for Lara Parker (or Diana Millay). Bill Macy (as Oscar Payne) is good in a part that would have been played by John Karlen (in a Dan Curtis production).<br /><br />There are smooth cameos by Joan Blondell, John Carradine, and Dorothy Lamour. Ms. Lamour's delivery resembles Joan Bennett, which begs the question: why didn't producer Aaron Spelling get more of the original ""Dark Shadows"" regulars? <br /><br />Director E.W. Swackhamer was Bridget Hanley's husband; he worked with Ms. Blondell on ""Here Come the Brides"", and with Jackson on ""The Rookies"". ""Death at Love House"" has, arguably, a tighter storyline than the ""Night of Dark Shadows"" film; it differs in the movie star angle; and, in its ""Father Eternal Fire"" ending, it more closely resembles the TVseries' ""Laura the Phoenix"" storyline. <br /><br />**** Death at Love House (9/3/76) E.W. Swackhamer ~ Robert Wagner, Kate Jackson, Sylvia Sidney",0,1
"Not being a particular fan of westerns, I watched this primarily because I wanted to see Lucille Ball in something other than an ""I Love Lucy"" or ""Lucy Show"" type of role. Here she plays Christine Larson, owner of a saloon in the Arizona Territory in 1868 who's about to be married to the unscrupulous local Indian agent (Dean Jagger.) Ball's performance was OK - nothing really more than that; she didn't blow me away. It succeeded for me in that the role was very different from what I'm accustomed to seeing her in - there was very little of the outrageous physical comedy she later became famous for, although the movie tried to maintain a gently amusing feel throughout. (A typical funny line - ""there's two ways to deal with women - and no one knows either one of them!"") I didn't find the story all that compelling, although I appreciated that the Indians were shown as the victims of the Indian agent. There's typical shootout action and a lot of horses - your typical western in other words. As to Christine - we pretty much can guess from the beginning how her planned marriage is going to end up; it's just a question of how she's going to get there. If you like westerns, this would be a pretty typical one with a bit of humour thrown in. If you're not big on the genre, this will be lacking. I'm not big on the genre. 3/10",0,1
"Taped this late night movie when I was in grade 11, watched it on fast forward. I sugest you do the same. I though it would be and action film, but went to a cort tv type movie. In the end it fits in with the early 70's social activest type films. Glad I missed that era. 2/10",0,1
"Some people have made a point of dissing this movie because they question the plausibility of black people in the Old West, Asian people in the Old West or women with guns in the Old West period. Get a grip and read a book. There were quite a few Asians (Chinese), there were quite a few blacks (freedmen) and everybody outside of the gentile class had ready access to guns; it is the second amendment you know. And as far as the use of modern language goes, none of those Westerns people have waxed nostalgic about actually used language that was consistent with the era depicted. Americans had different accents, used different inflections, spoke at a very different pace and used plenty of words and phrases that would be unrecognizable today. Don't blame historical inaccuracy for the fact that you just didn't dig it. Be honest. Maybe you're just uncomfortable with what you're seeing.",0,1
"Somehow they summed up the 60's, ten years that radically changed our country, in four hours. And what a painful four hours it was. They trivilized the major events and happenings and they ""claimed"" it was about two families yet you barely saw the african-american family. If I were NBC I would be ashamed and embarrassed for airing such trash. What was amusing was this happy-go-lucky family you saw in the very beginning was tortured in so many ways, but managed to attend every major 60's event through the country. And the second family was such a non-factor. They devoted maybe five or six scenes total to this family. That poor son... Please NBC, do not make any movies about any other eras....leave that to PBS and the History Channel",0,1
"I saw this movie in 1956 and again on Cable a few days ago. The movie hasn't improved with age. Quite the opposite. It's a true spaghetti epic.<br /><br />The Trojans are heroic and likable; the Greeks are nasty, petty and sneaky.<br /><br />So what if Paris ran off with the King's wife? Hey...love is love.",0,1
"Unusual? Yes!<br /><br />Unusual setting for an American wartime movie, New Zealand.<br /><br />Unusual subject matter, four sisters and their relationships with American soldiers, from one bearing the illegitimate child of the dead son of a Senator, to another living with seven Marines (one at a time) before being murdered by her returning POW New Zealander husband.<br /><br />Unusual to see Paul Newman deliver such a poor performance so soon after his unforgettable role as Rocky Graziano in the brilliant ""Somebody Up There Loves Me"".<br /><br />Unusual for two fine ""Stars"" Joan Fontaine and Jean Simmons, to leave so little of themselves on a movie.<br /><br />Unusual that I could be bothered to write a review of such a poor film, give it a miss!",0,1
"not to long after Jeff Jarrett left the WWF for good he spoke of that night . Owen Hart and him where good friends and both 2nd generation wrestlers. Jeff first remarks ""I was literally pushed thru the curtain as my lifeless friends body was wheeled past me "" . Debra McMichael( Steve Austin's Ex wife as well as Steve Mondo McMichael Ex wife"".) <br /><br />As Owen Hart Fell, a video promo the ring was darkened, as a Blue Blazer (owen Hart Promo was played. The fall and video of owen in the ring was never showed on TV. There are a few news photos that got posted. When they came back from the video promo Jim ross was talking over a all we had was a crowd shot \., He stated that Owen Hart as The blue blazer has fallen and doesn't look good. Lawler then came back from the ring his face was ashen he told Jim that the situation was very critical paramedics where working hard to revive him. Rock And HHH where going there match in a private room when another Referee came in and told them Owen fell at first,knowing Owen Harts constantly being a prankster they thought it wasn't real. But both later stated that the look of the referee face said it all. In fact as he fell ,as mentioned in other post , he yelled for the referee and ring announcer to move. <br /><br />Brother Bret hart was a plane heading to LA to do a angle on the Tonight Show , he couldn't get any of the plane phones to work, One of the captains got a message to call home something had happened. When he landed in La Eric bishoff was there told him what had happened, and put him on a charter flight to Kansas City to the morgue, Bret even later with Owens widow Martha went up to the top of the arena where Owen was standing. Police found no foul play formerly closed as a accident .<br /><br />Most of the Information in Bret Harts book as well as the book by Martha Hart ,",0,1
"I was hoping to like this movie, to settle in for an evening of goofy fun. I like Judy Davis and Juliette Lewis, and the premise seemed off the wall enough to be entertaining.<br /><br />Unfortunately, I found myself dozing over and over again. Judy Davis gave a fine performance, but had very little to work with. Juliette Lewis was fabulous as expected, but had very little to do. The plot was full of ""twists"" that were just plain silly, and as so often happens in movies of this type, nobody acted the way a real human being would act. And, personally, I thought Marcia Gay Harden was totally miscast.<br /><br />The movie also seemed to shift about midway from a black comedy with touches of farce to a total farce with touches of black comedy. One reviewer here notes that other reviews seem to want this movie to be something different, and therefore decried it. All I can say is that I would have settled for the movie being *something* and sticking with it. This one feels like the director had some grandiose ideas but wasn't able to pull them all off. I give it a 4 out of 10.",0,1
"Joyce Reynolds seems a might grown-up for the role of Janie, a boy-crazy sixteen-year old in small town America who ditches her steady guy for a visiting soldier AND winds up on the cover of Life magazine (smooching at a blanket party) all in the same week! Non-stop barrage of wisecracks, put-downs, bull talk, and unfunny bits of business such as Janie's little sister bribing family members, Hattie McDaniel (as the maid) constantly scuttling after sassy kid sis, Janie's mother involved with the Red Cross, and Janie's father trying to write an editorial on the problems with today's teenagers (as the parents, stuffy, sexless Edward Arnold and pert, chatty Ann Harding make an unlikely couple, even for 1944; he looks incapable of helping to conceive a child much less raising two of them). Nominated for an Academy Award (!) for Owen Marks' editing, Warner Bros. followed this in 1946 with ""Janie Gets Married"". Reynolds must have outgrown her co-horts by then--she was replaced by Joan Leslie. *1/2 from ****",0,1
"The best Laurel and Hardy shorts are filled to the brim with mishaps, accidents and destruction, mostly caused by Stan, but with Ollie receiving the bulk (!) of the punishment-- see the great 'The Music Box' (1933) or 'Towed in a Hole' (1932) as some some classic examples.<br /><br />Here, however, for some reason (is it because it was based on a sketch by Stan's father?) the boys play it 'straight' in a 'comedy' built around jokes and supposedly funny situations. It doesn't come off. It's merely another third-rate tedious 30s comedy, heightened only by the personalities of Stan and Ollie who never really display any of their trademarked gestures (Ollie's finger wiggling, Stan's blank stares, etc.) or comic abilities.<br /><br />The film begins with them running from the police. Since we never see or know why, it's hard to believe or accept their fear of being caught, and thus hiding in Colonel Buckshot's mansion. The premise for the 'humor', Ollie passing himself off as the Colonel and Stan passing himself off as both the butler and the maid are never very engaging. They are not playing 'Stan and Ollie' in this film. Their parts could have been played by any of the pedestrian studio actors and it would be just as poor.<br /><br />Stan could mime and make whatever he would do funny, but he doesn't get the chance to do any of that here. He's constrained by uttering too much dialog to 'move' the plot, but none of it rises much above the silly. We are treated to endless third rate comedy chestnuts such as the running gag of not correctly pronouncing Lord Plumtree's name, the ""Call me a cab! Okay you're a cab!"" joke, cops losing their clothes and being seen in long johns, and a non-sequiter ending of Stan and Ollie as the two parts in a painfully obvious horse costume as they make their escape on a bicycle for two, and James Finlayson is still doing his silent-era full body takes and Keystone Kop jumping jacks.<br /><br />Stan and Ollie do much better in a situation comedy in 'Sons of the Desert'(1933) where we get to see them do what we love about them -- be themselves. In fact, 1932-34 seem to be their best years.<br /><br />Since this film does not play to any of their strengths, why bother with it? I have to give it a 3.",0,1
"""Three Daring Daughters"" is a sickly sweet, rose-colored look at divorce, remarriage, and single-parent living. Obviously, social issues and economic difficulty have no place in the picture perfect life of a single parent mother who feels exhausted, takes a cruise, and then dates and marries a band conductor. Even when the ""its just a movie"" phrase excuses the script from addressing real-life problems, 'Daughters' suffers from too many incoherent high-note songs, children whose personalities are not based on real children and band leader Hose Iturbi playing himself. Isn't it bizarre that any real person would star in a film in which their supposed real self gets married? <br /><br />Admittedly, this movie was released in the nineteen forties. Only a love for old style Hollywood romance and comedy could make 'Daughters' a tolerable film.",0,1
"The story is very trustworthy and powerful. The technical side of the movie is quite fine.. even the directing of it. The main problem is with the castings, that turned that movie into almost another local and regular cliché with a great lack of impact and even greater lack of impression. Beside the small role of the father, Rafael (played impressively by Asi Dayan), all other actors were unfortunately not in their best. The role of the elder Blind girl, played by Taly Sharon, was fresh but without any intensity as the leading role. therefore the figure she acted had become mild and low profile. There were moments and episodes that looked more like a rehearsal then a real movie. But after all it's a good point to begin from and to make big improvements in the future.",0,1
"Well,<br /><br />First of all, as many reviewers have pointed out - this is a rip off of the Martin Cahill story - first represented by the BBC and by the John Boorman film ""The General"" - which is a great film and far, far superior to this one.<br /><br />Speaking as a native British person, the supporting cast to Kevin Spacey was really good in terms of British and Irish acting talent, especially Peter Mullan - but it was totally wasted. The characters were c**p! And as for Kevin Spacey - didn't come across as a loveable rogue but as nothing really substantial or significant.<br /><br />Not a lot to redeem this film. The best bits are the gags and tricks nicked from the other films it rips off. Compare notes on this film and ""The General"" - I'd be interested to see what others think.<br /><br />",0,1
"This is probably the first entry in the ""Lance O'Leary/Nurse Keat"" detective series; in subsequent O'Leary films, he was played by much younger actors than Guy Kibbee.<br /><br />A group of relatives (all played by well-known character actors) gathers in an old house (on a rainy nite, of course!) to speak to a wealthy relative, who goes into a coma.<br /><br />While they wait for him to recover, all sorts of mysterious goings-on happen, including a couple of murders.<br /><br />A creepy film; worth seeing!",0,1
"There's not really that much wrong with Crash of the Moons. Basically it's a few episodes of Rocky Jones, Space Ranger merged into a film. It is extremely dated, however. Winky's treatment of Vena is a good example of this. One has to remember that it was geared to be shown to children in the 1950's. In this respect, it succeeds. If you like children's sci-fi from the 1950's, go ahead and take a look at it. You'll see John Banner in a pre-sgt. Schultz role. He does a pretty good job in it. All in all, I'd give it a 6 out of 10. Not great, but not bad.",0,1
"Very silly high school/teen flick about geeks trying to prove themselves better than the rich brats. Sound familiar? This television movie from director Rod Amateau (""Uncommon Valour"" and some ""Dukes of Hazaard"" episodes believe it or not) says nothing, does nothing, and surely will entertain very few.<br /><br />Notable for its ""who's who"" of television cast, including Michael J. Fox, Bob Denver (""Gilligan""), and Todd Bridges (""Different Strokes""). This lame effort barely limps over the line. Also stars Anthony Edwards (""E.R."").<br /><br />Saturday, September 5, 1998 - Video",0,1
