review,expected,but got
"Hollywood, the home of hype, glamor and the search for profits, is scarcely ruled by spiritual values, and so it comes as no surprise that its attempts at investigations of the spiritual life are thin and often silly (better to go farther afield--to the films of Bresson, Dreyer, Rossellini and Bergman, for probing depictions of the spirituality). ""Strange Cargo"" is no exception. This odd hybrid of adventure film, love story and religious parable trivializes the very insights it tries to communicate. That a figure of providence and salvation would work to match Verne (Clark Gable at his most cockily mannered and self-regarding) and Julie (Joan Crawford, snarling and spitting out every other word in an attempt to be the Queen of Tough Dames) seems ludicrous at best. Is this the Patron Saint of the Star System at work, matching warring egos before sending them off to further penal servitude on the M-G-M lot? BUT. . .there are good supporting performances here, and visually arresting moments: the shadowy prison barracks; the escaping boat by moonlight, or against a painterly cloudscape; Julie walking along the seafront as the wind whips up; Julie and Monsieur Pig (Peter Lorre) bargaining for Verne's freedom as the storm builds; an unusually ennobling gay prison romance between two convicts. . .Above all, there is Paul Lukas's dignified and detached performance as Hessler, a murderer who can appreciate Cambreau's virtues, yet turns his back on him. In the film's most arresting moment, Hessler, having left Cambreau, stands outside the cabin. We hear the wind through the jungle, see the shadows on his face, which conveys a moment of fear and self-doubt. Then he exits into the night. In this moment, Hessler achieves an ambiguity, depth and existential strength that none of the other characters manage to achieve. is the film's secret that its deepest sympathies are allied with Hessler?",0,1
"Watching Showtime I got the impression that the producers got the idea to put Robert DeNiro and Eddie Murphy just for the sake of having a film that co-starred the two of them. Other than that I can't think of a reason to justify the film's existence. Not that it isn't amusing in spots, it certainly is, but the concept is so completely ludicrous that the laughs are somewhat muted.<br /><br />The thing that really got me was Eddie Murphy's character. I can't seem to wrap my mind around the concept of someone being a police officer as strictly a day job. When I was working person at New York State Crime Victims Board I had to deal with all kinds of cops and they ran the gamut between the really dedicated and some real slugs, but I can't think of one who thought that this was just something I do until I get my career going in an area far afield. I mean, can you really see Eddie Murphy or anyone else going through the rigors of the real Police Academy, not the screen version, just to get a day job?<br /><br />Anyway DeNiro is your basic hard working detective who's on the trail of a major gun dealer. He's undercover and Murphy is part of his backup. So what does the showboating Murphy do, he calls a reality based TV series like COPS to film the action. <br /><br />So DeNiro's bust gets blown sky high, but the producer of the show gets some good footage of Murphy and DeNiro and decides on a new reality based television series. So these unwilling partners get joined and try to continue working DeNiro's case with all the TV cameras around.<br /><br />Eddie Murphy's a funny guy, I loved him in Beverly Hills Cop and in the Doctor Doolittle movies, but he's done better things than Showtime and Robert DeNiro certainly has. <br /><br />I guess Murphy wanted a chance to work with DeNiro and DeNiro must have gotten one hefty paycheck to do this film.",0,1
"Having seen Carlo Lizzani's documentary on Luchino Visconti, I was bound to higher expectations before watching this film made three years later by Adam Low. But the viewer like me did get dissatisfied... I faced a need for critical opinion, which I generally don't like giving due to the fact there are no documentaries that will satisfy every viewer. There are also no documentaries that will examine a theme totally. But when I read the reviews already written on this title, I also felt a bit confused. People sometimes don't know what to criticize. Therefore, to be clear, I'll divide this film into two major parts that differ considerably: the former one about Visconti before his director's career and latter one about Visconti the director. <br /><br />The aristocratic background, all the hobbies, the wealth that young Luchino experienced and enjoyed are clearly presented. His effort in horse racing is mentioned as well as his relation with his mother so much disturbed after his parents' divorce. We also get a very accurate idea of where Luchino was brought up as a real count of Milano: in riches galore, with nannies, cooks with access to everything, in TRUE ARISTOCRACY. For instance, his father's splendid villa at Grazzano and other marvelous villas prove that. There is also an emphasis on Visconti's crucial visit in Paris in the 1930s where he met eminent people (""left wingers"") who later had impact on his style and message in art. That clearly explains the idea of a communist with the aristocratic upbringing (a contrast at first sight). <br /><br />However, the part about his director's career, which started with OSSESSIONE during WWII and ended with INNOCENTE just before the director's death in 1976, is poorly executed. His movies are not discussed well. Why? Because there are very few people who really have something to say. Franco Zeffirelli, the director, remembers the works on LA TERRA TREMA and that is all right. There are also some interviews with Franco Rosi. But later, such movies like IL GATTOPARDO, LA CADUTA DEI REI, LA MORTE A VENEZIA or LUDWIG are mostly discussed by Helmut Berger. Although I liked the actor in the role of Ludwig, I did not like the interviews of his. Moreover, some thoughts he reveals are not accurate to entail in such a documentary... There is no mention of significant works of Visconti like CONVERSATION PIECE, there are no interviews with eminent cast Burt Lancaster. A mention about Silvana Mangano and Romy Schneider should also be made. There is one footage interview with Maria Callas that appears to be interesting but that is only a short bit. Franco Zeffirelli, though I appreciate him as a director, makes fun of it all rather than says something really precious. For instance, he mentions the event how Visconti separated from him after years of service. Therefore, I say: simplified and unsatisfactory. <br /><br />What I find a strong point here are footage interviews with Visconti himself. As a result, we may get his own opinion about his works. For instance, I very much appreciate the words he says about death regarding it as a normal chapter of life and as natural as birth itself. He also discusses his health problems after the stroke while filming LUDWIG.<br /><br />I believe it is better to see LUCHINO VISCONTI (1999) by Carlo Lizzani than this doc. Although it is shorter and condensed as a whole, you will get a better idea of the director. Visconti would be furious about that and the fury of his usually turned people's emotions and viewpoints into stone... 4/10",0,1
"Attractive husband and wife writing team Robert Wagner (as Joel Gregory) and Kate Jackson (as Donna Gregory) arrive at the spooky mansion of actress ""Lorna Love"" (actually, silent film star Harold Lloyd's house). Mr. Wagner and Ms. Jackson are contracted to write the silent movie star's biography. Wagner has a personal interest in the project, since his father was once the famed star's lover. Mysterious events unfold, and Jackson must fight to save her husband from the spirit of the beautiful blonde, who is ""perfectly preserved"" in a crypt on the estate; moreover, the evil woman seems bent on possessing her husband, and murdering Jackson! <br /><br />This is very much a ""Night of Dark Shadows"" variation, co-starring genuine ""Dark Shadows"" alumni Kate Jackson, who knows and plays her part well. Robert Wagner lacks David Selby's intensity. Sylvia Sidney (as Mrs. Josephs) sidesteps Grayson Hall. Marianna Hill is not a match for Lara Parker (or Diana Millay). Bill Macy (as Oscar Payne) is good in a part that would have been played by John Karlen (in a Dan Curtis production).<br /><br />There are smooth cameos by Joan Blondell, John Carradine, and Dorothy Lamour. Ms. Lamour's delivery resembles Joan Bennett, which begs the question: why didn't producer Aaron Spelling get more of the original ""Dark Shadows"" regulars? <br /><br />Director E.W. Swackhamer was Bridget Hanley's husband; he worked with Ms. Blondell on ""Here Come the Brides"", and with Jackson on ""The Rookies"". ""Death at Love House"" has, arguably, a tighter storyline than the ""Night of Dark Shadows"" film; it differs in the movie star angle; and, in its ""Father Eternal Fire"" ending, it more closely resembles the TVseries' ""Laura the Phoenix"" storyline. <br /><br />**** Death at Love House (9/3/76) E.W. Swackhamer ~ Robert Wagner, Kate Jackson, Sylvia Sidney",0,1
"Not being a particular fan of westerns, I watched this primarily because I wanted to see Lucille Ball in something other than an ""I Love Lucy"" or ""Lucy Show"" type of role. Here she plays Christine Larson, owner of a saloon in the Arizona Territory in 1868 who's about to be married to the unscrupulous local Indian agent (Dean Jagger.) Ball's performance was OK - nothing really more than that; she didn't blow me away. It succeeded for me in that the role was very different from what I'm accustomed to seeing her in - there was very little of the outrageous physical comedy she later became famous for, although the movie tried to maintain a gently amusing feel throughout. (A typical funny line - ""there's two ways to deal with women - and no one knows either one of them!"") I didn't find the story all that compelling, although I appreciated that the Indians were shown as the victims of the Indian agent. There's typical shootout action and a lot of horses - your typical western in other words. As to Christine - we pretty much can guess from the beginning how her planned marriage is going to end up; it's just a question of how she's going to get there. If you like westerns, this would be a pretty typical one with a bit of humour thrown in. If you're not big on the genre, this will be lacking. I'm not big on the genre. 3/10",0,1
"Mount Godwin-Austin (otherwise known as K2) is the world's second highest mountain, and if the evidence presented in this film is to be believed is the hardest mountain to climb successfully without getting yourself killed. ""K2"" is basically a buddy flick set in the breathtakingly dangerous world of mountaineering. While the outdoor photography takes in some truly awesome scenery, the characters standing in front of all those glorious landscapes are a crashing bore - and therein lies the fault with the whole film.<br /><br />Cocksure lawyer Taylor Brooks (Michael Biehn) and his quiet married friend Harold Jamieson (Matt Craven) spend their free time rock climbing. During one of their trips, they meet up with another bunch of climbers funded by wealthy mountain enthusiast Philip Claibourne (Raymond J. Barry). Claibourne's team are in training for a forthcoming shot at the infamous K2, a mountain that Taylor and Harold would both love to tackle but could never afford to do so. During their training run, however, two of Claibourne's team get themselves killed in an avalanche. Taylor and Harold put themselves forward as potential replacements. Despite initial reluctance, Claibourne gives them the nod of approval and the pair find themselves joining his team in the Himalayas. Harold's wife Cindy (Julia Nickson-Soul) is distraught that her husband is going to take on such a dangerous climb, especially since he has recently become a father. Tensions in the climbing team mount as Taylor repeatedly clashes with another member of the group, the equally brash and arrogant Dallas Woolf (Luca Bercovici). Meanwhile, Claibourne himself grows increasingly ill as altitude sickness takes its toll on his body. Will the guys reach the peak of K2, or is their quest destined to end in disappointment, or even death?<br /><br />""K2"" spends an inordinately long time introducing its somewhat dislikeable characters. Biehn as a foul-mouthed, pushy, adventurous type is especially hard to like, as is Barry as the hard-nosed mountaineering millionaire. But on the other side of the coin, Craven is so dull that it becomes difficult to believe his wife could possibly give a damn about him going off to climb K2 - heck, she'd be better off if he never came back!! Rounding off the main characters is Bercovici, whose characterisation as Dallas Woolf is as campy and over-the-top as every other role he's ever played. The story itself is totally tame and disposable  just a straightforward yarn about guys trying to reach the top of a mountain. There's a bit of male bonding thrown in, but the whole subplot about Harold and his wife amounts to nil, and the personality clashes between Taylor and Dallas ring totally false. ""K2"" scores its few merits solely from the stunning cinematography by Gabriel Berastain  during the Himalayan sequences, the scale and awe of the mountains is quite nicely captured. I'm completely with critic Kim Newman on this one, who hilariously stated in Empire magazine: ""On this evidence, climbing K2 can't be any harder than sitting through it!"" Quite true, Kim, quite true!",0,1
"I chose to watch this film because I am a Stephen Nichols fan. Unfortunately, I am unhappy with Mr. Nichols' choice to do this movie. The film was slow, badly acted, and included some very graphic sex scenes of Mr. Nichols' character with a very young woman. Watch at your own peril!",0,1
"Taped this late night movie when I was in grade 11, watched it on fast forward. I sugest you do the same. I though it would be and action film, but went to a cort tv type movie. In the end it fits in with the early 70's social activest type films. Glad I missed that era. 2/10",0,1
"Though Stephen Gyllenhaal is a good TV director with a few good full-length to his credit, ""Homegrown"" is just a mess in its script and direction. Despite performances from Billy Bob Thorton, John Lithgow, Kelly Lynch, Jon Bon Jovi, Jamie Lee Curtis, and Ted Danson, a cast this good couldn't save the film.<br /><br />Gyllenhaalics will know that Jake and Maggie are in the film but you don't see Jake very well and Maggie's only in it for 30 seconds as babysitter tipping off Lithgow's character about a bust. It's not even a lowbrow pot comedy as the film was intended to be. It just wasn't funny.",0,1
"STAR RATING: ***** Unmissable **** Very Good *** Okay ** You Could Go Out For A Meal Instead * Avoid At All Costs <br /><br />The tale of the titular Adam (Mark O' Halloran) and Paul (Tom Murphy), two heroin addicts in the slums of Dublin and their daily amblings about in their meaningless lives searching for the next fix that will make their day. Along the way they try and reconcile with close family and friends who they've managed to let down and destroy over the years.<br /><br />I know a lot of Irish people like to drink, but it seems some of them have problems with heroin, too by the looks of this movie. I know there is a bit of a drug problem over there, like there is in many parts of the world, so another humorous take on the subject matter is not an entirely unexpected thing.<br /><br />I don't recall the last Irish movie I saw (the film is shot in a style that makes it stand out from any film I've seen lately!) And, judging from that, obviously I'm not as enlightened on their humour as I could be. The film is rather funny in certain parts, but it's obviously another comedy that isn't afraid to raise near-the-knuckle laughs. The scene in which the mentally disabled boy is robbed down the back of an alley is certainly true of what a pair of junkies might do to feed their habit but is nonetheless utterly despicable and I'm not sure if it was meant as dark humour in any way but it certainly didn't put a smile on my face! It's also in stark contrast to their previous actions where they're seen showing their soft side rocking a baby to-and-fro. In light of this, some may find the ending sad, others may see it as just desserts.<br /><br />Overall, I just failed to see the point to the film. I didn't see any motivation in the 'story' it was telling. It just seems to amble along without really involving the audience in any way. Unlike Trainspotting (which dealt with similar themes!) it's an unsuccessful effort for the most part that had me on the verge of nodding off despite it's very short 83 minute running time. Really no more enjoyable than following two real life junkies around for a day. **",0,1
"The discussion has been held a thousand times. Is the ""Merchant of Venice"" antisemitic? (I think it is.) Isn't it unfair to always point out this little bit of antisemitism in an otherwise great piece of art? (I think it isn't.) Does this play stain Shakespeare's reputation as the world's greatest playwright? (I think it does.) Does it play a role if he didn't do it on a particular racist purpose? (I think it doesn't.) Michael Radford knew all this and this is why he added to his movie a prologue about the pitiful situation of the Jews in Renaissance Venice.<br /><br />In vain; for the play remains what it has always been and the new make-up only gives a first (but futile) hope that someone has dared to set something right that remains a permanent outrage, not because its degree of antisemitism would be particularly shocking but because the play comes under the name of William Shakespeare.<br /><br />Why spend so much time in portraying the hatred of a man -- Shylock? Why employ a great and serious actor like Al Pacino, if in the end everything is getting ruined in this outrageous (but hey, I'm-not-responsible-Shakespeare-wrote-it) court room scene. And now I'd like to be very precise, just like Shylock himself.<br /><br />He's demanding his right, according to the contract which the -- not very responsible -- Christian Antonio, who always used to look down on him, signed in full awareness of the consequences. Sure, what Shylock demands is cruel and useless, but that's not the point. What we see (or should see) is a man who has been humiliated for all his life, to the point where all what remains on him is his hatred. I think, it is certainly a bit inappropriate to lecture such a man on things like compassion.<br /><br />But what the play/the movie (they are one and the same now) does at this point is... become a soap opera! The cruel madman with his knife, the horrified (but rather short-minded) audience, the poor ""victim"" tied to his chair. True, Antonio accepts his fate but why can't he just say one word, ""sorry""? I think we need not lose many words on the ridiculous verdict of the young Dottore from Padua; it's a truly ""popular verdict"" not much different from what would be seen 400 years later in the show trials of the Nazis. From one minute to the next this Jew is robbed of everything he owned, sentenced to being baptized Christian, and kicked out.<br /><br />Isn't that outrageous??? Obviously not. The story moves on to the romantic intricacies of the rings and its happy end.<br /><br />What one can learn in Libeskind's Jewish Museum in Berlin and similar places all over the world is that antisemitism often goes unnoticed by the mass because what's so devastating for a minority or some individuals is embedded in the alleged greater good for the majority. It should be exactly the task of everyone of us to develop a sensitivity to detect and unmask such tendencies.<br /><br />I don't accept the excuse that this film was made to create empathy with the badly treated Shylock (it just doesn't work out). I don't think that anybody can be forced to be merciful.<br /><br />I don't recommend this movie; in particular not for an Oscar.",0,1
"Jack Lemmon was one of the finest actors that had ever graced the screen. He could effortlessly switch from dramatic roles to comedic with ease, making most of his peers green with envy. While his performance in ""Save The Tiger"" is Oscar-worthy, I feel it was given to him as he had missed out on his other opportunities to win the award due to other, better roles that had preceded this current one.<br /><br />This is also one of those pretentious movies that comes out to basically showcase the talent of the cast, or in this case, one particular member. It's too bad the screenwriter's output didn't match that of Lemmon's. Don't waste your time with this one.",0,1
"I saw this movie in 1956 and again on Cable a few days ago. The movie hasn't improved with age. Quite the opposite. It's a true spaghetti epic.<br /><br />The Trojans are heroic and likable; the Greeks are nasty, petty and sneaky.<br /><br />So what if Paris ran off with the King's wife? Hey...love is love.",0,1
"Unusual? Yes!<br /><br />Unusual setting for an American wartime movie, New Zealand.<br /><br />Unusual subject matter, four sisters and their relationships with American soldiers, from one bearing the illegitimate child of the dead son of a Senator, to another living with seven Marines (one at a time) before being murdered by her returning POW New Zealander husband.<br /><br />Unusual to see Paul Newman deliver such a poor performance so soon after his unforgettable role as Rocky Graziano in the brilliant ""Somebody Up There Loves Me"".<br /><br />Unusual for two fine ""Stars"" Joan Fontaine and Jean Simmons, to leave so little of themselves on a movie.<br /><br />Unusual that I could be bothered to write a review of such a poor film, give it a miss!",0,1
"From the mind of Harry Alan Towers comes another piece of cinematic sludge. Supposedly based on the work of H. Rider Haggard, the only similarity it bears to anything Haggard actually wrote is that it takes place in Africa (albeit an Africa that has dinosaurs - which our intrepid adventurers use to pull their canoes!), and has some characters with the same names.<br /><br />Our heroes (David McCallum, Patrick McNee and John Colico) set out to seek treasure, armed only with a medallion, and end up precisely where the treasure is, purely by chance. On the way, they meet a motley assortment of extremely lame monsters, pick up a French chef, and McCallum has an affair with the Queen of Phoenicia.<br /><br />It's so ridiculous, it's a hoot. That's the only reason I didn't give it a 1.",0,1
"not to long after Jeff Jarrett left the WWF for good he spoke of that night . Owen Hart and him where good friends and both 2nd generation wrestlers. Jeff first remarks ""I was literally pushed thru the curtain as my lifeless friends body was wheeled past me "" . Debra McMichael( Steve Austin's Ex wife as well as Steve Mondo McMichael Ex wife"".) <br /><br />As Owen Hart Fell, a video promo the ring was darkened, as a Blue Blazer (owen Hart Promo was played. The fall and video of owen in the ring was never showed on TV. There are a few news photos that got posted. When they came back from the video promo Jim ross was talking over a all we had was a crowd shot \., He stated that Owen Hart as The blue blazer has fallen and doesn't look good. Lawler then came back from the ring his face was ashen he told Jim that the situation was very critical paramedics where working hard to revive him. Rock And HHH where going there match in a private room when another Referee came in and told them Owen fell at first,knowing Owen Harts constantly being a prankster they thought it wasn't real. But both later stated that the look of the referee face said it all. In fact as he fell ,as mentioned in other post , he yelled for the referee and ring announcer to move. <br /><br />Brother Bret hart was a plane heading to LA to do a angle on the Tonight Show , he couldn't get any of the plane phones to work, One of the captains got a message to call home something had happened. When he landed in La Eric bishoff was there told him what had happened, and put him on a charter flight to Kansas City to the morgue, Bret even later with Owens widow Martha went up to the top of the arena where Owen was standing. Police found no foul play formerly closed as a accident .<br /><br />Most of the Information in Bret Harts book as well as the book by Martha Hart ,",0,1
"Six stars for Paul Newman's portrayal of General Groves, negative four for the inclusion of a highly fictionalized event where the truth is well documented. Michael Merriman did not really exist. His character--or at least his fate--is based loosely on that of Louis Slotin, a Canadian physicist who did not come to Los Alamos until after the war. He conducted his lethal ""tail of the dragon"" experiment in May 1946. This is a critical point. The effects of hard radiation on the human body were not known until they were observed in the victims of the Hiroshima and Nagasaki blasts. Had anyone died of radiation poisoning at Los Alamos before the Trinity test, it's very possible that the scientists would have abruptly stopped their work, and history would have been changed. Whether for the better or the worse we can only speculate. Someone should ask the producers and the director whether they added Merriman's character for dramatic effect or to deliver an anti-nuclear message. For a more even-handed and accurate treatment of events at Los Alamos during the Manhattan Project, see the TV movie, ""Day One,"" or better yet, read the Peter Wyden book on which it is based.",0,1
"Dooley and his canine partner, Jerry Lee are together again in this 2nd sequel (?!!?) I sincerely had no clue that they made one sequel let alone two. And for a film that was only slight better than ""Turner & Hooch""? This time after Dooley retires, he has to mate his dog (with other dogs, people) and wait around for Jerry Lee to poo. Real classy stuff. I mean come on now. The original had at least a few good laugh. This one has nary a one. Jim Belushi just looks old and worn out. Both Belushi brothers were great in the '80's. If John hadn't died, would he be so bad today like his brother? That thought makes me sad for some reason.<br /><br />My Grade: D- <br /><br />Where i saw it: USA network",0,1
"Joyce Reynolds seems a might grown-up for the role of Janie, a boy-crazy sixteen-year old in small town America who ditches her steady guy for a visiting soldier AND winds up on the cover of Life magazine (smooching at a blanket party) all in the same week! Non-stop barrage of wisecracks, put-downs, bull talk, and unfunny bits of business such as Janie's little sister bribing family members, Hattie McDaniel (as the maid) constantly scuttling after sassy kid sis, Janie's mother involved with the Red Cross, and Janie's father trying to write an editorial on the problems with today's teenagers (as the parents, stuffy, sexless Edward Arnold and pert, chatty Ann Harding make an unlikely couple, even for 1944; he looks incapable of helping to conceive a child much less raising two of them). Nominated for an Academy Award (!) for Owen Marks' editing, Warner Bros. followed this in 1946 with ""Janie Gets Married"". Reynolds must have outgrown her co-horts by then--she was replaced by Joan Leslie. *1/2 from ****",0,1
